W_50 [mm],Freq [GHz],"dB(S(1,1)) []","dB(S(2,1)) []",im(Gamma(1:1)) [],re(Gamma(1:1)) [],re(Zo(1:1)) [],"ang_deg(S(1,1)) [deg]","ang_deg(S(2,1)) [deg]"
0.55,62.85,-10.59437433,-8.333570678,2195.535819,5.686999818,113.2939705,-112.3822975,73.82309697
0.55,62.9,-10.6370818,-8.224631715,2197.757596,5.690376037,113.2775972,-116.5750578,73.49127089
0.55,62.95,-10.69723359,-8.09380125,2199.97892,5.693754095,113.261299,-120.7581293,73.07510659
0.55,63,-10.77448853,-7.942740649,2202.199794,5.697133985,113.2450754,-124.9178275,72.55813038
0.6,57,-13.43767482,-4.925276088,1984.283816,5.173800894,103.6915058,-150.2826298,-128.8600394
0.6,57.05,-13.40610161,-4.933662804,1986.510174,5.177141523,103.6733058,-153.0630548,-130.7177676
0.6,57.1,-13.37493624,-4.943243623,1988.736016,5.180484247,103.6551919,-155.9484053,-132.5349171
0.6,57.15,-13.34642507,-4.952171053,1990.961343,5.183829057,103.6371637,-158.9384367,-134.3157863
0.6,57.2,-13.32300744,-4.958835545,1993.186158,5.187175944,103.6192208,-162.0297983,-136.06822
0.6,57.25,-13.30720986,-4.962037614,1995.410462,5.1905249,103.6013629,-165.215306,-137.8030507
0.6,57.3,-13.30148756,-4.96112371,1997.634257,5.193875917,103.5835895,-168.4833671,-139.5331395
0.6,57.35,-13.30801659,-4.956062955,1999.857545,5.197228987,103.5659003,-171.8177268,-141.2721391
0.6,57.4,-13.32845287,-4.947452292,2002.080328,5.200584102,103.548295,-175.1977111,-143.0331575
0.6,57.45,-13.36368964,-4.936451114,2004.302607,5.203941253,103.5307731,-178.5991029,-144.8275175
0.6,57.5,-13.41365704,-4.924659039,2006.524384,5.207300433,103.5133342,178.0043174,-146.6637785
0.6,57.55,-13.47721089,-4.91395883,2008.74566,5.210661633,103.4959781,174.6386838,-148.5471234
